NUMEROORDEN,IDCERCO,IDFISCAL,EVENTO,TIEMPO,MODOFISCALIZACION,PROCESOS,EJECUCION,ADMINISTRACION,SEGURIDAD,ENTREGA,FLAG_AUDITAR
1-144915686462,388,14776,FISCALIZACIÓN ESPECIAL,0.005807,EN VIVO,,,,,,1
1-144893746477,156,12578,CAMBIO TOTAL DE ACOMETIDA,0.000381,EN VIVO,1,1,1,1,1,1
1-145030610142,185,7987,TROUBLE CALL,17.175116,EN VIVO,1,1,0.666666667,1,1,0
1-144996115619,156,12578,TROUBLE CALL,13.515335,EN VIVO,1,1,1,1,1,0
1-145088810810,167,8002,FISCALIZACIÓN ESPECIAL,0.001072,EN VIVO,,,,,,1
1-145088810810,167,8002,FISCALIZACIÓN ESPECIAL,0.004789,EN VIVO,,,,,,1
1-145088810810,167,8002,TROUBLE CALL,49.027264,EN VIVO,1,1,1,1,1,0
1-144999865125,388,14776,TROUBLE CALL,0.3509,POSTERIOR,1,1,,,1,0
1-145005185811,167,8516,FISCALIZACIÓN ESPECIAL,0.00057,EN VIVO,,,,,,1
1-145047711657,167,8516,TROUBLE CALL,8.273745,EN VIVO,1,1,1,1,1,1
1-144603608727,403,21262,CAMBIO TOTAL DE ACOMETIDA,0.004708,POSTERIOR,1,1,,,1,0
1-143958755973,171,8221,TROUBLE CALL,12.918782,POSTERIOR,0,1,,,1,0
1-145059409722,398,15954,INSTALACIÓN,36.429355,POSTERIOR,1,1,,,1,0
1-144392960278,347,3561,INSTALACIÓN,48.200501,POSTERIOR,1,0.5,,,1,0
1-144563225462,398,15954,INSTALACIÓN,20.750185,POSTERIOR,1,1,,,1,0
1-145076685346,388,663,TROUBLE CALL,18.257936,EN VIVO,1,1,1,1,1,0
1-143523558433,347,3561,INSTALACIÓN,54.199822,POSTERIOR,1,0.5,,,0,0
1-144974187502,388,7398,FISCALIZACIÓN ESPECIAL,0.001118,EN VIVO,,,,,,1
1-144974187502,388,7398,TROUBLE CALL,46.157914,EN VIVO,1,1,1,1,1,0
1-144344489196,113,28102,FISCALIZACIÓN ESPECIAL,0.002998,POSTERIOR,,,,,,0
1-144377009542,245,10546,TROUBLE CALL,31.948536,POSTERIOR,1,1,,,1,0
1-143429212752,178,712,INSTALACIÓN,48.518262,POSTERIOR,0,0.666666667,,,1,0
1-145050089306,245,10546,TROUBLE CALL,45.430454,EN VIVO,1,1,1,1,1,0
1-145009259006,148,1606,TROUBLE CALL,3.722145,EN VIVO,0.666666667,1,1,0,1,0
1-145040609510,151,1575,TROUBLE CALL,11.279144,EN VIVO,1,1,1,1,1,0
1-144277939152,403,21262,INSTALACIÓN,21.022342,POSTERIOR,1,0.833333333,,,1,0
1-144920193889,305,14228,TROUBLE CALL,21.916637,POSTERIOR,1,1,,,1,0
1-144983642414,167,8002,TROUBLE CALL,14.981792,EN VIVO,1,1,1,0,0.833333333,0
1-143817925554,245,10546,TROUBLE CALL,33.743904,POSTERIOR,1,1,,,1,0
1-144905662428,148,1606,FISCALIZACIÓN ESPECIAL,0.004894,EN VIVO,,,,,,1
1-144670231179,167,8002,TROUBLE CALL,58.280204,POSTERIOR,1,1,,,1,0
1-144984116612,109,24323,TROUBLE CALL,45.05356,EN VIVO,1,1,1,1,1,0
1-144533999627,100,14407,TROUBLE CALL,28.757763,POSTERIOR,1,1,,,1,0
1-144557844232,403,21262,INSTALACIÓN,31.704688,POSTERIOR,1,1,,,1,0
1-144892999293,100,14407,FISCALIZACIÓN ESPECIAL,0.003308,EN VIVO,,,,,,1
1-143475685812,166,14216,INSTALACIÓN,44.70378,POSTERIOR,1,1,,,1,0
1-144162358842,201,703,INSTALACIÓN,56.330049,POSTERIOR,1,0.833333333,,,1,0
1-144989967956,242,716,TROUBLE CALL,52.905034,EN VIVO,1,1,1,1,0.833333333,0
1-144928238036,135,1361,TROUBLE CALL,0.205935,POSTERIOR,1,1,,,1,0
1-143549976259,388,7398,FISCALIZACIÓN ESPECIAL,0.000319,POSTERIOR,,,,,,0
1-144557997658,347,1786,INSTALACIÓN,22.294198,POSTERIOR,1,0.833333333,,,0,0
1-144547498632,403,21262,INSTALACIÓN,25.301186,POSTERIOR,1,1,,,1,0
1-144548649332,201,703,INSTALACIÓN,12.680104,POSTERIOR,1,1,,,1,0
1-144984203855,161,10287,TROUBLE CALL,54.917892,EN VIVO,1,1,1,1,1,0
1-144192899015,185,7987,INSTALACIÓN,19.594521,POSTERIOR,1,1,,,1,0
1-143882092793,171,8221,FISCALIZACIÓN ESPECIAL,0.000598,POSTERIOR,,,,,,0
1-144043666965,245,10546,INSTALACIÓN,30.384637,POSTERIOR,1,1,,,1,0
1-144268492439,347,1786,INSTALACIÓN,25.479767,POSTERIOR,1,0.5,,,0,0
1-144973380612,195,22161,CAMBIO TOTAL DE ACOMETIDA,0.000245,EN VIVO,1,1,1,1,0.833333333,1
1-144983642414,167,8002,TROUBLE CALL,14.981792,EN VIVO,1,1,1,1,1,0
1-144427584128,109,24323,TROUBLE CALL,11.144828,POSTERIOR,1,1,,,1,0
1-144674618255,347,1786,INSTALACIÓN,32.879308,POSTERIOR,1,1,,,0,0
1-144955157813,112,705,FISCALIZACIÓN ESPECIAL,0.041677,EN VIVO,,,,,,1
1-144955157813,112,705,TROUBLE CALL,35.622638,EN VIVO,1,1,1,1,0.666666667,0
1-143945434506,151,1575,TROUBLE CALL,55.460691,POSTERIOR,1,1,,,1,0
1-144921039222,118,14372,INSTALACIÓN,23.049573,POSTERIOR,1,1,,,1,0
1-144970075767,156,12578,CAMBIO TOTAL DE ACOMETIDA,0.000215,EN VIVO,1,1,1,1,1,1
1-144492894013,201,703,FISCALIZACIÓN ESPECIAL,0.000794,POSTERIOR,,,,,,0
1-144923293712,117,698,CAMBIO TOTAL DE ACOMETIDA,0.004098,POSTERIOR,1,1,,,1,0
1-143828987832,196,19361,INSTALACIÓN,8.223405,POSTERIOR,1,1,,,1,0
1-145264980571,97,704,TROUBLE CALL,55.005904,POSTERIOR,1,1,,,1,0
1-144044886480,172,700,INSTALACIÓN,48.669342,POSTERIOR,1,1,,,1,0
1-145022711922,237,2858,INSTALACIÓN,7.693441,POSTERIOR,1,0.833333333,,,1,0
1-144178402413,154,717,INSTALACIÓN,29.306619,POSTERIOR,0,0.666666667,,,1,0
1-144167557225,196,19361,TROUBLE CALL,43.857122,POSTERIOR,1,1,,,1,0
1-144987993988,109,24323,INSTALACIÓN,53.265518,POSTERIOR,1,0.833333333,,,1,0
1-145429726355,242,716,FISCALIZACIÓN ESPECIAL,0.000543,EN VIVO,,,,,,1
1-145429726355,242,716,TROUBLE CALL,9.828315,EN VIVO,1,1,1,1,0.833333333,1
1-145262342613,97,704,TROUBLE CALL,37.037684,POSTERIOR,1,1,,,1,0
1-145386144636,201,703,FISCALIZACIÓN ESPECIAL,0.000708,EN VIVO,,,,,,1
1-145386144636,201,703,TROUBLE CALL,5.251003,EN VIVO,1,1,1,1,1,1
1-145368784994,196,19361,TROUBLE CALL,29.650057,POSTERIOR,1,1,,,1,0
1-145414869935,172,700,FISCALIZACIÓN ESPECIAL,0.009211,EN VIVO,,,,,,1
1-145185122812,279,14227,INSTALACIÓN,10.54068,POSTERIOR,1,1,,,1,0
1-145037129246,152,2631,INSTALACIÓN,34.705029,POSTERIOR,0,0.666666667,,,0,0
1-145447112583,108,14406,TROUBLE CALL,18.24477,EN VIVO,1,1,1,1,0.833333333,0
1-145121244795,195,22161,FISCALIZACIÓN ESPECIAL,0.001525,POSTERIOR,,,,,,0
1-145121244795,195,22161,INSTALACIÓN,2.38067,POSTERIOR,1,1,,,1,0
1-144950877442,403,21262,INSTALACIÓN,59.484013,POSTERIOR,1,1,,,1,0
1-142392981898,117,698,TROUBLE CALL,29.811034,POSTERIOR,1,1,,,1,0
1-143956220759,196,19361,TROUBLE CALL,11.965449,POSTERIOR,1,1,,,1,0
1-145142345017,112,705,INSTALACIÓN,6.570357,POSTERIOR,1,1,,,1,0
1-145035246222,388,14909,INSTALACIÓN,55.171306,POSTERIOR,1,1,,,1,0
1-145096587069,195,22161,INSTALACIÓN,55.345427,POSTERIOR,1,1,,,1,0
1-145464797487,185,7987,TROUBLE CALL,51.576765,EN VIVO,1,1,1,1,1,0
1-145348781126,189,14461,TROUBLE CALL,23.960923,EN VIVO,1,1,1,1,1,0
1-145265474292,279,14227,FISCALIZACIÓN ESPECIAL,0.003249,EN VIVO,,,,,,1
1-145244365686,118,14372,TROUBLE CALL,25.801203,POSTERIOR,1,1,,,1,0
1-145463813448,185,7987,FISCALIZACIÓN ESPECIAL,0.029492,EN VIVO,,,,,,1
1-145060495784,196,19361,TROUBLE CALL,43.356608,POSTERIOR,0,0.333333333,,,0,0
1-145445213902,398,15954,FISCALIZACIÓN ESPECIAL,0.014033,EN VIVO,,,,,,1
1-144806855322,398,15954,FISCALIZACIÓN ESPECIAL,0.004179,EN VIVO,,,,,,1
1-145345161332,172,700,TROUBLE CALL,18.812059,EN VIVO,1,1,1,1,0.833333333,0
1-144578107912,143,696,TROUBLE CALL,13.816458,POSTERIOR,1,1,,,1,0
1-145052995664,152,2631,FISCALIZACIÓN ESPECIAL,0.001497,POSTERIOR,,,,,,0
1-145052995664,152,2631,INSTALACIÓN,1.879122,POSTERIOR,1,1,,,0,0
1-145171135339,196,19361,TROUBLE CALL,27.141314,POSTERIOR,0,0.666666667,,,1,0
1-145328236685,142,19343,TROUBLE CALL,14.966615,EN VIVO,1,1,1,1,1,0
1-144816626051,156,2530,INSTALACIÓN,48.645435,POSTERIOR,1,1,,,0,0
1-145345160624,178,712,TROUBLE CALL,28.13853,EN VIVO,1,1,1,1,1,0
1-145112769218,233,715,TROUBLE CALL,1.691689,POSTERIOR,1,1,,,1,0
1-144302341902,166,10278,INSTALACIÓN,21.079942,POSTERIOR,1,1,,,1,0
1-144880383442,403,21262,INSTALACIÓN,14.602947,POSTERIOR,1,1,,,1,0
1-145348739352,398,15954,FISCALIZACIÓN ESPECIAL,0.006262,EN VIVO,,,,,,0
1-145369426259,195,22161,TROUBLE CALL,2.538863,EN VIVO,1,1,1,1,1,1
1-144865492918,151,1575,TROUBLE CALL,14.223956,POSTERIOR,1,1,,,1,0
1-145311041452,172,700,TROUBLE CALL,55.416279,EN VIVO,1,1,1,1,1,0
1-143028586062,305,14228,TROUBLE CALL,24.728033,POSTERIOR,1,1,,,1,0
1-145304737227,196,19361,TROUBLE CALL,45.484842,EN VIVO,1,1,0.666666667,1,1,0
1-145163540973,237,2858,TROUBLE CALL,8.992791,POSTERIOR,1,1,,,1,0
1-144580079312,189,14461,TROUBLE CALL,50.464833,POSTERIOR,1,0.333333333,,,1,0
1-145376718355,195,22161,TROUBLE CALL,51.843939,EN VIVO,1,1,1,1,1,0
1-145360125448,108,14406,TROUBLE CALL,25.69502,EN VIVO,1,1,1,1,0.833333333,0
1-140117580992,117,698,CAMBIO TOTAL DE ACOMETIDA,0.005404,POSTERIOR,1,1,,,1,0
1-144627610192,156,5990,INSTALACIÓN,4.323002,POSTERIOR,1,0.666666667,,,1,0
1-143541040789,108,14406,TROUBLE CALL,3.653761,POSTERIOR,1,1,,,1,0
1-145055936750,161,10287,FISCALIZACIÓN ESPECIAL,0.012144,EN VIVO,,,,,,1
1-144883475350,305,14228,TROUBLE CALL,1.278351,POSTERIOR,1,1,,,1,0
1-145112269166,161,3350,TROUBLE CALL,23.074377,POSTERIOR,1,0.666666667,,,1,0
1-145248011798,167,8516,FISCALIZACIÓN ESPECIAL,0.002471,EN VIVO,,,,,,1
1-145248011798,167,8516,TROUBLE CALL,34.599056,EN VIVO,1,1,1,1,1,0
1-145267246697,161,10287,TROUBLE CALL,53.565832,EN VIVO,1,1,1,1,1,0
1-145235597373,167,693,TROUBLE CALL,26.324176,EN VIVO,1,1,1,1,1,0
1-145046931472,403,21262,INSTALACIÓN,50.07211,EN VIVO,1,1,1,1,1,0
1-145091700229,97,704,TROUBLE CALL,9.639771,POSTERIOR,1,1,,,1,0
1-144511006382,109,24323,INSTALACIÓN,11.596793,POSTERIOR,1,0.5,,,1,0
1-144608120432,171,8221,FISCALIZACIÓN ESPECIAL,0.00148,POSTERIOR,,,,,,0
1-144608120432,171,8221,INSTALACIÓN,55.362767,POSTERIOR,0,0.333333333,,,1,0
1-145129527822,398,15954,INSTALACIÓN,18.53607,POSTERIOR,1,1,,,1,0
1-144574601516,305,14228,INSTALACIÓN,8.334446,POSTERIOR,1,1,,,1,0
1-144672241652,161,3350,TROUBLE CALL,32.531709,POSTERIOR,1,0.666666667,,,1,0
1-145194054549,157,11964,FISCALIZACIÓN ESPECIAL,0.003716,EN VIVO,,,,,,1
1-144690916372,156,2530,INSTALACIÓN,32.854151,POSTERIOR,1,0.833333333,,,1,0
1-145190182252,388,7398,INSTALACIÓN,28.893268,EN VIVO,1,1,1,1,1,0
1-144961070302,167,693,INSTALACIÓN,50.583409,POSTERIOR,1,1,,,1,0
1-144982276181,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.004657,POSTERIOR,1,1,,,1,0
1-145179991490,97,704,TROUBLE CALL,26.337753,EN VIVO,1,1,1,1,1,0
1-145190179646,242,716,TROUBLE CALL,57.604642,EN VIVO,1,1,1,1,0.666666667,0
1-145025780926,347,3561,INSTALACIÓN,29.286628,EN VIVO,1,0.833333333,0.666666667,1,1,0
1-145097201436,178,712,INSTALACIÓN,39.286013,POSTERIOR,0,0.833333333,,,1,0
1-144820168985,403,21262,TROUBLE CALL,9.080476,POSTERIOR,1,1,,,1,0
1-145196802996,388,14909,FISCALIZACIÓN ESPECIAL,0.003522,EN VIVO,,,,,,1
1-145009259006,148,1606,TROUBLE CALL,3.722145,POSTERIOR,1,1,,,1,0
1-145195266602,148,1606,INSTALACIÓN,7.405414,EN VIVO,1,1,1,0,1,1
1-145191611114,166,10278,TROUBLE CALL,57.251023,EN VIVO,1,1,1,1,1,0
1-145195512679,154,717,TROUBLE CALL,31.078204,EN VIVO,1,1,1,1,1,0
1-145146527732,195,22161,CAMBIO TOTAL DE ACOMETIDA,0.000296,EN VIVO,1,1,1,1,1,1
1-144410397162,347,1786,INSTALACIÓN,47.826863,POSTERIOR,1,0.833333333,,,0,0
1-145134957944,189,14461,TROUBLE CALL,21.559802,EN VIVO,1,1,1,1,1,0
1-144820633741,143,696,TROUBLE CALL,34.31132,POSTERIOR,1,1,,,1,0
1-145160294714,201,703,FISCALIZACIÓN ESPECIAL,0.009348,EN VIVO,,,,,,1
1-144801794677,151,1575,INSTALACIÓN,52.00563,POSTERIOR,1,1,,,1,0
1-144409087495,151,1575,INSTALACIÓN,20.654782,POSTERIOR,1,1,,,1,0
1-143418887153,113,14409,TROUBLE CALL,29.493827,POSTERIOR,1,1,,,1,0
1-145171875734,178,712,TROUBLE CALL,41.894876,EN VIVO,1,1,1,1,1,0
1-145115460420,279,14227,TROUBLE CALL,14.713727,EN VIVO,1,1,1,1,1,0
1-145170315910,151,1575,TROUBLE CALL,14.536797,EN VIVO,1,1,1,1,1,0
1-145146689467,388,14909,TROUBLE CALL,42.014416,POSTERIOR,1,1,,,1,0
1-145202935214,172,700,TROUBLE CALL,48.985782,EN VIVO,1,1,1,1,1,0
1-145165942158,148,1606,INSTALACIÓN,34.687417,EN VIVO,1,1,1,1,1,0
1-144996950015,139,706,INSTALACIÓN,32.760931,POSTERIOR,1,1,,,1,0
1-145202026047,154,717,FISCALIZACIÓN ESPECIAL,0.001562,EN VIVO,,,,,,0
1-144123039601,112,705,TROUBLE CALL,26.747954,POSTERIOR,1,0.666666667,,,1,0
1-145159721157,388,14909,TROUBLE CALL,48.358453,POSTERIOR,1,1,,,1,0
1-144217464642,167,8516,FISCALIZACIÓN ESPECIAL,0.007978,POSTERIOR,,,,,,0
1-145192520803,237,2858,TROUBLE CALL,18.623892,EN VIVO,1,1,1,1,1,0
1-144627657582,97,704,INSTALACIÓN,10.425163,POSTERIOR,1,1,,,1,0
1-145204624202,97,704,TROUBLE CALL,35.520426,EN VIVO,1,1,1,1,1,0
1-144981605942,143,696,INSTALACIÓN,39.326684,POSTERIOR,1,1,,,1,0
1-144533240134,161,3350,TROUBLE CALL,31.249812,POSTERIOR,1,1,,,1,0
1-145000025853,403,21262,INSTALACIÓN,36.456238,POSTERIOR,1,1,,,1,0
1-145229948697,189,14461,TROUBLE CALL,46.384728,POSTERIOR,1,1,,,1,0
1-145112069009,388,14776,TROUBLE CALL,22.460011,POSTERIOR,1,1,,,1,0
1-143663527912,142,19343,FISCALIZACIÓN ESPECIAL,0.000502,POSTERIOR,,,,,,0
1-145467533392,100,14407,FISCALIZACIÓN ESPECIAL,0.04006,EN VIVO,,,,,,1
1-144047427167,166,14216,TROUBLE CALL,48.964045,POSTERIOR,0,0.666666667,,,0.5,0
1-145460671909,97,704,TROUBLE CALL,9.061033,EN VIVO,1,1,1,1,1,1
1-145438698290,388,663,CAMBIO TOTAL DE ACOMETIDA,0.014945,EN VIVO,1,1,1,1,1,1
1-145432411730,178,712,TROUBLE CALL,16.454501,EN VIVO,1,1,1,1,1,0
1-143940645862,113,14409,TROUBLE CALL,22.170238,POSTERIOR,1,1,,,1,0
1-145187212960,100,14407,TROUBLE CALL,2.899128,POSTERIOR,1,1,,,1,0
1-145263485149,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.000169,POSTERIOR,1,0.666666667,,,1,0
1-145263485149,161,3350,TROUBLE CALL,59.866698,POSTERIOR,1,0.666666667,,,1,0
1-145323963418,148,1606,FISCALIZACIÓN ESPECIAL,0.008765,EN VIVO,,,,,,0
1-145323963418,148,1606,INSTALACIÓN,54.101607,EN VIVO,0.8,1,0.666666667,0,1,0
1-144691601446,152,2631,INSTALACIÓN,3.519368,POSTERIOR,1,1,,,1,0
1-144865251541,113,14409,INSTALACIÓN,14.566921,POSTERIOR,0,0.833333333,,,1,0
1-145629609239,151,1575,INSTALACIÓN,21.890975,POSTERIOR,0,0.333333333,,,0,0
1-145665648440,118,14372,FISCALIZACIÓN ESPECIAL,0.005448,EN VIVO,,,,,,1
1-145665648440,118,14372,FISCALIZACIÓN ESPECIAL,0.002726,EN VIVO,,,,,,1
1-144544345912,233,715,INSTALACIÓN,7.211016,POSTERIOR,1,1,,,1,0
1-145124025978,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.007943,POSTERIOR,0,1,,,1,0
1-145603246048,305,14228,TROUBLE CALL,5.279006,EN VIVO,1,1,1,1,0.833333333,1
1-145672643246,154,717,TROUBLE CALL,54.118518,EN VIVO,1,1,1,1,0.833333333,0
1-145653008622,201,703,FISCALIZACIÓN ESPECIAL,0.000639,EN VIVO,,,,,,1
1-145134179127,171,8221,TROUBLE CALL,7.73089,POSTERIOR,1,1,,,1,0
1-145642462298,399,18883,TROUBLE CALL,28.029935,EN VIVO,1,1,1,1,1,0
1-145264868702,242,12002,INSTALACIÓN,33.521094,POSTERIOR,1,0.833333333,,,0,0
1-145096713232,156,12578,INSTALACIÓN,44.710557,POSTERIOR,1,0.666666667,,,1,0
1-144989892182,161,10287,INSTALACIÓN,36.450234,POSTERIOR,1,0.333333333,,,1,0
1-141040174842,399,18883,INSTALACIÓN,30.982384,POSTERIOR,1,1,,,1,0
1-145275806846,388,14776,TROUBLE CALL,24.675166,POSTERIOR,1,1,,,1,0
1-145007490252,154,717,INSTALACIÓN,18.845292,POSTERIOR,1,0.5,,,1,0
1-145671043616,143,696,TROUBLE CALL,44.051562,EN VIVO,1,1,1,1,0.833333333,0
1-145678492813,113,14409,TROUBLE CALL,27.732455,EN VIVO,1,0.8,1,1,0.833333333,0
1-145666728593,399,18883,TROUBLE CALL,24.896106,POSTERIOR,1,1,,,1,0
1-145422328622,109,24323,TROUBLE CALL,46.701211,POSTERIOR,1,1,,,1,0
1-143484368906,237,2858,INSTALACIÓN,7.859974,POSTERIOR,1,0.5,,,1,0
1-145513943919,347,1786,INSTALACIÓN,13.835017,POSTERIOR,1,1,,,1,0
1-145603319970,196,19361,CAMBIO TOTAL DE ACOMETIDA,0.003957,EN VIVO,1,1,1,1,1,1
1-145056132132,154,717,INSTALACIÓN,25.986039,POSTERIOR,0,0.666666667,,,0,0
1-145646359187,195,22161,TROUBLE CALL,49.102264,EN VIVO,1,1,1,1,1,0
1-145269823928,242,716,INSTALACIÓN,26.486073,EN VIVO,1,1,1,1,0.6,0
1-145673134109,97,704,FISCALIZACIÓN ESPECIAL,0.004765,EN VIVO,,,,,,1
1-144957285983,156,5990,INSTALACIÓN,34.790987,POSTERIOR,1,1,,,1,0
1-143484368906,237,2858,INSTALACIÓN,7.859974,POSTERIOR,1,0.166666667,,,1,0
1-145444172801,388,14776,CAMBIO TOTAL DE ACOMETIDA,0.004495,POSTERIOR,1,1,,,1,0
1-145668485275,112,705,TROUBLE CALL,42.008522,EN VIVO,1,1,1,1,0.666666667,0
1-145597116706,388,663,TROUBLE CALL,57.007091,EN VIVO,1,1,1,1,1,0
1-144832640771,245,10546,TROUBLE CALL,39.565482,POSTERIOR,1,0.666666667,,,0.5,0
1-145229436488,156,5990,INSTALACIÓN,42.958779,POSTERIOR,1,1,,,1,0
1-145061389221,118,14372,TROUBLE CALL,58.244692,POSTERIOR,1,1,,,1,0
1-145591408917,245,10546,FISCALIZACIÓN ESPECIAL,0.00285,EN VIVO,,,,,,1
1-144455019031,100,14407,TROUBLE CALL,39.287729,POSTERIOR,1,1,,,1,0
1-145633972893,97,704,TROUBLE CALL,19.933467,EN VIVO,1,1,1,1,1,0
1-144757435442,135,1361,INSTALACIÓN,27.096453,POSTERIOR,1,1,,,1,0
1-145174698899,156,2530,INSTALACIÓN,25.657223,POSTERIOR,1,1,,,1,0
1-143913022372,100,14407,TROUBLE CALL,14.84569,POSTERIOR,0,1,,,0.5,0
1-145336449922,233,715,TROUBLE CALL,4.600211,POSTERIOR,1,1,,,1,0
1-145606931839,167,8002,TROUBLE CALL,40.877155,EN VIVO,1,1,1,1,1,0
1-144676567400,237,2858,INSTALACIÓN,2.855029,POSTERIOR,1,0.666666667,,,1,0
1-145602675373,113,14409,TROUBLE CALL,31.059765,EN VIVO,1,1,1,1,0.666666667,0
1-145132667441,388,14776,TROUBLE CALL,49.353517,POSTERIOR,1,1,,,1,0
1-145591500029,398,15954,INSTALACIÓN,9.939291,POSTERIOR,1,1,,,1,0
1-145592857027,233,715,TROUBLE CALL,40.073573,EN VIVO,1,1,1,1,0.833333333,0
1-143577682992,113,14409,FISCALIZACIÓN ESPECIAL,0.006873,POSTERIOR,,,,,,0
1-145367443372,112,705,INSTALACIÓN,58.137281,POSTERIOR,1,0.833333333,,,1,0
1-145596417582,171,8221,TROUBLE CALL,33.949989,EN VIVO,1,1,1,1,1,0
1-145598724360,108,14406,TROUBLE CALL,0.042001,EN VIVO,1,1,1,1,1,1
1-145665840731,118,14372,FISCALIZACIÓN ESPECIAL,0.000384,EN VIVO,,,,,,1
1-145271499536,113,28102,TROUBLE CALL,48.059525,POSTERIOR,1,1,,,1,0
1-144814360646,347,3561,INSTALACIÓN,6.541588,POSTERIOR,1,1,,,0,0
1-145613947765,100,14407,TROUBLE CALL,21.721739,EN VIVO,1,1,1,1,1,0
1-145601990573,196,19361,TROUBLE CALL,36.737787,EN VIVO,1,1,1,1,1,0
1-145250847972,118,14372,CAMBIO TOTAL DE ACOMETIDA,0.005907,POSTERIOR,1,1,,,1,0
1-144624624292,388,14776,CAMBIO TOTAL DE ACOMETIDA,0.005413,POSTERIOR,0,1,,,1,0
1-144783568393,185,7987,FISCALIZACIÓN ESPECIAL,0.002861,POSTERIOR,,,,,,0
1-144679665962,161,3350,FISCALIZACIÓN ESPECIAL,0.000515,POSTERIOR,,,,,,0
1-145463522532,403,21262,INSTALACIÓN,8.252015,EN VIVO,1,1,1,1,1,1
1-145307138558,156,2530,INSTALACIÓN,25.815656,POSTERIOR,1,1,,,1,0
1-145439529154,118,14372,INSTALACIÓN,18.451232,POSTERIOR,1,1,,,1,0
1-145565608043,167,8002,TROUBLE CALL,14.031096,EN VIVO,1,1,1,1,1,0
1-145151081345,143,696,TROUBLE CALL,37.183579,POSTERIOR,1,1,,,1,0
1-144826152757,185,7987,FISCALIZACIÓN ESPECIAL,0.000209,POSTERIOR,,,,,,0
1-145334965649,196,19361,TROUBLE CALL,28.416452,POSTERIOR,0,0,,,0.5,0
1-145528180271,166,14216,TROUBLE CALL,38.076408,EN VIVO,1,1,1,1,1,0
1-145533009391,171,8221,TROUBLE CALL,33.593905,POSTERIOR,1,1,,,1,0
1-145235040186,152,2631,INSTALACIÓN,47.142929,POSTERIOR,0,0.833333333,,,1,0
1-145433770460,139,706,TROUBLE CALL,30.473345,POSTERIOR,1,0.666666667,,,1,0
1-145545221136,148,1606,FISCALIZACIÓN ESPECIAL,0.017849,POSTERIOR,,,,,,0
1-145545221136,148,1606,INSTALACIÓN,12.085201,POSTERIOR,1,1,,,1,0
1-145125718437,237,2858,TROUBLE CALL,55.390332,POSTERIOR,1,1,,,1,0
1-145567450962,388,7398,INSTALACIÓN,58.169613,EN VIVO,1,1,1,1,1,0
1-145539938929,388,663,TROUBLE CALL,6.986024,EN VIVO,1,1,1,1,1,1
1-145182131079,156,2530,FISCALIZACIÓN ESPECIAL,0.008878,POSTERIOR,,,,,,0
1-145075291950,166,10278,INSTALACIÓN,12.994634,POSTERIOR,1,1,,,1,0
1-145431602132,245,10546,INSTALACIÓN,23.40592,EN VIVO,1,1,1,1,1,0
1-145488674619,305,14228,FISCALIZACIÓN ESPECIAL,0.004788,EN VIVO,,,,,,1
1-145618181050,139,706,TROUBLE CALL,29.570639,EN VIVO,1,1,1,1,1,0
1-145200237051,347,1786,INSTALACIÓN,32.52717,POSTERIOR,1,1,,,1,0
1-142012860971,305,14228,INSTALACIÓN,21.805571,POSTERIOR,1,1,,,1,0
1-145054278962,242,716,INSTALACIÓN,57.348505,POSTERIOR,0,0.333333333,,,0,0
1-145533283308,100,14407,TROUBLE CALL,54.656346,EN VIVO,1,1,1,1,0.833333333,0
1-145601824896,161,10287,TROUBLE CALL,36.720736,EN VIVO,1,1,1,1,1,0
1-145174060944,97,704,INSTALACIÓN,3.928535,POSTERIOR,1,1,,,1,0
1-145493242921,195,22161,TROUBLE CALL,54.137931,POSTERIOR,1,1,,,1,0
1-145421619541,154,717,INSTALACIÓN,25.029313,POSTERIOR,0,0.333333333,,,0,0
1-145255880202,245,10546,INSTALACIÓN,28.122298,POSTERIOR,1,1,,,1,0
1-145380734359,167,693,TROUBLE CALL,15.882488,POSTERIOR,1,1,,,1,0
1-145209310052,156,12578,FISCALIZACIÓN ESPECIAL,0.000608,POSTERIOR,,,,,,0
1-145319868781,100,14407,TROUBLE CALL,36.434283,POSTERIOR,1,1,,,1,0
1-144958075914,242,12002,INSTALACIÓN,56.77321,POSTERIOR,1,1,,,1,0
1-145104262150,347,1786,INSTALACIÓN,35.112477,POSTERIOR,1,1,,,1,0
1-145413520616,201,703,FISCALIZACIÓN ESPECIAL,0.003984,POSTERIOR,,,,,,0
1-145510249312,143,696,TROUBLE CALL,22.284293,EN VIVO,1,1,1,1,1,0
1-145524666026,143,696,TROUBLE CALL,56.594966,EN VIVO,1,1,1,1,0.833333333,0
1-145411370889,143,696,CAMBIO TOTAL DE ACOMETIDA,0.000358,POSTERIOR,1,1,,,1,0
1-145411370889,143,696,TROUBLE CALL,45.880837,POSTERIOR,1,1,,,1,0
1-145388981103,143,696,CAMBIO TOTAL DE ACOMETIDA,0.0061,POSTERIOR,1,1,,,1,0
1-145425430946,143,696,TROUBLE CALL,30.070993,EN VIVO,1,1,1,1,0.833333333,0
1-145314566962,403,21262,INSTALACIÓN,23.205891,EN VIVO,1,1,1,1,1,0
1-145384048476,245,10546,TROUBLE CALL,36.49205,EN VIVO,1,1,1,1,1,0
